trading_code,company_name,sector,instrument_type,market_category,listing_status,observed_at,source_reference,verification_status
TB5Y0428,5Y BGTB 12/04/2028,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
TB5Y0429,05Y BGTB 15/04/2029,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
TB5Y0430,05Y BGTB 16/04/2030,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
TB5Y0527,05Y BGTB 18/05/2027,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
TB5Y0529,05Y BGTB 15/05/2029,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
TB5Y0628,5Y BGTB 14/06/2028,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
TB5Y0630,05Y BGTB 18/06/2030,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
TB5Y0727,5Y BGTB 13/07/2027,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
TB5Y0828,5Y BGTB 09/08/2028,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
TB5Y0926,05Y BGTB 15/09/2026,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
TB5Y0928,5Y BGTB 13/09/2028,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
TB5Y0930,05Y BGTB 10/09/2030,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
TB5Y1029,05Y BGTB 09/10/2029,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
TB5Y1126,05Y BGTB 10/11/2026,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
TB5Y1127,5Y BGTB 16/11/2027,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
TB5Y1128,5Y BGTB 15/11/2028,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
TB5Y1130,05Y BGTB 30/11/2030,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
TB5Y1228,5Y BGTB 13/12/2028,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
TB5Y1229,05Y BGTB 11/12/2029,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
TECHNODRUG,Techno Drugs Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
TILIL,Trust Islami Life Insurance PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
TITASGAS,Titas Gas Transmission and Distribution PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
TOSRIFA,Tosrifa Industries PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
TRUSTB1MF,Trust Bank 1st Mutual Fund,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
TRUSTBANK,Trust Bank PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
TUNGHAI,Tung Hai Knitting & Dyeing Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
UCB,United Commercial Bank PLC,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
UCB2PBOND,UCB 2nd Perpetual Bond,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
UNILEVERCL,Unilever Consumer Care Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
UNIONBANK,Union Bank PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
UNIONCAP,Union Capital Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
UNIONINS,Union Insurance PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
UNIQUEHRL,Unique Hotel & Resorts PLC,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
UNITEDFIN,United Finance PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
UNITEDINS,United Insurance Company Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
UPGDCL,United Power Generation & Distribution Company Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
USMANIAGL,Usmania Glass Sheet Factory Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
UTTARABANK,Uttara Bank PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
UTTARAFIN,Uttara Finance and Investments Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
VAMLBDMF1,Vanguard AML BD Finance Mutual Fund One,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
VAMLRBBF,Vanguard AML Rupali Bank Balanced Fund,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
VFSTDL,VFS Thread Dyeing Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
WALTONHIL,Walton Hi-Tech Industries PLC,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
WATACHEM,Wata Chemicals Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
WMSHIPYARD,Western Marine Shipyard Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
YPL,Yeakin Polymer Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
ZAHEENSPIN,Zaheen Spinning PLC.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
ZAHINTEX,Zahintex Industries Limited,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
ZEALBANGLA,Zeal Bangla Sugar Mills Ltd.,,,,,,Market evidence/instrument master/company_listing_2026-08-17.html,UNVERIFIED_INSTRUMENT
